prefix,arpnum,t_start,t_end,label,flares,FLARE_INDEX,AREA,USFLUX,MEANGBZ,R_VALUE
TARP,1352,1998-11-28 03:12:00,1998-11-29 03:12:00,False,C2.5,0.0,18030.0,7.056e+22,55.992,4.162
TARP,1352,1998-11-28 04:48:00,1998-11-29 04:48:00,False,C2.5,0.0,18509.0,7.178e+22,55.88399999999999,4.171
TARP,1352,1998-11-28 06:24:00,1998-11-29 06:24:00,False,C2.5,0.0,18817.0,7.331e+22,55.607,4.14
TARP,1352,1998-11-28 08:00:00,1998-11-29 08:00:00,False,C2.5,0.0,18995.0,7.353e+22,53.252,4.254
TARP,1352,1998-11-28 09:36:00,1998-11-29 09:36:00,False,C2.5,0.0,19398.0,7.559e+22,55.878,4.243
TARP,1352,1998-11-28 11:12:00,1998-11-29 11:12:00,False,C2.5,0.0,19661.0,7.654e+22,56.24,4.191
TARP,1352,1998-11-28 12:48:00,1998-11-29 12:48:00,False,C2.5,0.0,19739.0,7.713e+22,56.687,4.197
TARP,1352,1998-11-28 14:24:00,1998-11-29 14:24:00,False,C2.5,0.0,19501.0,7.781e+22,57.403,4.172
TARP,1352,1998-11-28 16:00:00,1998-11-29 16:00:00,False,C2.5,0.0,19532.0,7.861e+22,58.183,4.254
TARP,1352,1998-11-28 17:36:00,1998-11-29 17:36:00,False,C2.5,0.0,19783.0,7.931e+22,58.677,4.274
TARP,1352,1998-11-28 19:12:00,1998-11-29 19:12:00,False,C2.5,0.0,19879.0,7.995e+22,59.043,4.197
TARP,1352,1998-11-28 20:48:00,1998-11-29 20:48:00,False,C2.5,0.0,20171.0,8.102e+22,59.063,4.306
TARP,1352,1998-11-28 22:24:00,1998-11-29 22:24:00,False,C2.5,0.0,20343.0,8.204e+22,59.451,4.303999999999999
TARP,1352,1998-11-29 00:00:00,1998-11-30 00:00:00,False,C2.5,0.0,20343.0,8.204e+22,59.451,4.303999999999999
TARP,1352,1998-11-29 01:36:00,1998-11-30 01:36:00,False,,2.5,20819.0,8.405e+22,59.887,4.168
TARP,1352,1998-11-29 03:12:00,1998-11-30 03:12:00,False,,2.5,20872.0,8.488e+22,60.123000000000005,4.1930000000000005
TARP,1352,1998-11-29 04:48:00,1998-11-30 04:48:00,False,,2.5,21280.0,8.556e+22,59.962,4.259
TARP,1352,1998-11-29 06:24:00,1998-11-30 06:24:00,False,C1.0,2.5,21535.0,8.654e+22,60.104,4.14
TARP,1352,1998-11-29 08:00:00,1998-11-30 08:00:00,False,C1.0|C1.2,2.5,21730.0,8.631e+22,58.187,4.1610000000000005
TARP,1352,1998-11-29 09:36:00,1998-11-30 09:36:00,False,C1.0|C1.2,2.5,22035.0,8.761e+22,60.12,4.24
TARP,1352,1998-11-29 11:12:00,1998-11-30 11:12:00,False,C1.0|C1.2,2.5,22253.0,8.856e+22,60.218,4.223
